Article_ID,Date,Title,Summary,Topic_2digit
8616,12/6/1998,RIGHT TO ABORTION QUIETLY ADVANCES IN STATE COURTS,Abortion:  pro-choice advocates winning in State courts,2
8617,12/6/1998,BETTING ON POLITICS: A special report.;,Casino executive pushes for politicians,20
8618,12/6/1998,White House May Get Time,Impeachment:  Permission may be granted for more time for defense,20
8619,12/6/1998,Washington Memo;,Impeachment:  lack of public interest,20
8620,12/6/1998,HOFFA WILL LEAD TEAMSTERS AFTER CHIEF RIVAL CONCEDES,"leader of the Teamsters elected, unions",5
8621,12/7/1998,A Plane and Patriotism Take Flight in Gaza,Palestine:  first Palestinian Airlines,19
8622,12/7/1998,To the Teamsters Born,"unions, Teamsters new president questionable",5
8623,12/7/1998,A Historic Rendezvous in Space,Space Station,17
8624,12/7/1998,Florida State Meets Tennessee for Title,College Bowl Championship,29
8625,12/7/1998,Instant Controversy,Football:  Controversial victory for Jets,29
8626,12/7/1998,"Downsizing Comes Back, but the Outcry Is Muted",Company Downsizing,5
8627,12/7/1998,U.S. to Propose NATO Take On Increased Roles,NATO:  proposal for a NATO center for W.M.D.'s,16
8628,12/7/1998,Venezuelans Elect An Ex-Coup Leader As Their President,Venezuela:  Hugo Chavez elected,19
8629,12/7/1998,CLINTON LAWYERS GET TWO FULL DAYS FOR DEFENSE CASE,Impeachment:  defense case gets two full days before vote,20
8630,12/8/1998,THE GERM WARRIORS: A special report.;,"Iran, ex-Soviets helping with Bioweapons",16
8631,12/8/1998,G.O.P. Whip Steps Forward,Impeachment:  Republican whip pushes Republicans toward impeachment vote,20
8632,12/8/1998,"Vacco, Suing to Void Election, Wants Police to Check Voters",New York Attorney General elections,24
8633,12/8/1998,SPECIAL TODAY;,"Water abundance affected by population, more about air and fire",7
8634,12/8/1998,NETANYAHU GAINS DELAY IN KEY VOTE ON REMOVING HIM,Israel: vote to remove prime minister delayed,19
8635,12/8/1998,Astronaut Electricians,Space Station Construction,17
8636,12/8/1998,N.F.L. Seeks a Vote On Instant Replays,Football:  N.F.L. vote on instant replays,29
8637,12/8/1998,Reno Rejects Outside Inquiry On Clinton for Campaign Ads,campaign scandal:  Reno rejects inquiry into Clinton campaign ads,20
8638,12/8/1998,TESTING OF A PRESIDENT: THE OVERVIEW;,Impeachment:  compelling case against President Clinton,20
8639,12/8/1998,Aliens' Rights Are Issue in Texas Death Row Case,"death penalty:  Canadian prisoner on death row, questions arise",12
8640,12/9/1998,TESTING OF A PRESIDENT: THE SCENE;,Impeachment:  crossfire makes Congress more partisan,20
8641,12/9/1998,Satellite Company Faulted Over Rocket Aid to China,satellite company gave technological details to China without authorization,16
8642,12/9/1998,Power Failure Hits San Francisco,Power Failure in San Francisco,8
8643,12/9/1998,TESTING OF A PRESIDENT: NEWS ANALYSIS;,Impeachment: the need of Republican swing votes,20
8644,12/9/1998,Lavish World of a Union Leader Now Under Fire,Union leader has  lavish lifestyle,5
8645,12/9/1998,"Now Involving Mayor and Police, Battle for Attorney General Stalls","Elections for New York Attorney General, Vacco refuses to concede",24
8646,12/9/1998,TESTING OF A PRESIDENT: THE OVERVIEW;,Impeachment:  Clinton's Defense,20
8647,12/10/1998,Vacco Fails in Bid For Police Canvass,"New York Attorney General Race, Vacco fails to have bid for police canvassing",24
8648,12/10/1998,$76 Million Deal to Save Woods and Wetlands,large purchase of woods and wetlands for public use and preservation,7
8649,12/10/1998,Near-Intact Skeleton Offers Clues to Human Tree's Root,"skeleton of early human found in South Africa, may provide insight into human evolution",3
8650,12/10/1998,TESTING OF A PRESIDENT: THE DEFENSE;,Impeachment:  White House completes its defense,20
8651,12/10/1998,"In North Korean Hunger, Legacy Is Stunted Children","North Korea: nutritional survey shows malnutrition in children, physical and mental illness follow",19
8652,12/10/1998,"Harmful Heat Is More Frequent, Especially at Night, Study Finds",Research shows heat stress is greater at night,3
8653,12/10/1998,TESTING OF A PRESIDENT: THE COMMITTEE;,"Impeachment:  Republicans disclose impeachment, democrats draft censure",20
8654,12/11/1998,Election Panel Refuses to Order Repayments by Clinton and Dole,"Federal Election Commision, rebuffs campaign necessity to repay for exceeding spending limits",20
8655,12/11/1998,TESTING OF A PRESIDENT;,Impeachment:  the hearings,20
8656,12/11/1998,TESTING OF A PRESIDENT: THE SCENE;,Impeachment:  investigative council tough on President Clinton,20
8657,12/11/1998,"Animal's Genetic Program Decoded, in a Science First",DNA Research,3
8658,12/11/1998,Aetna Agrees to Buy Prudential Care Unit,Aetna and Prudential Health Insurance merge,15
8659,12/11/1998,TESTING OF A PRESIDENT: THE HEARINGS;,"Impeachment:  final arguments, debate on impeachment begins",20
8660,12/11/1998,TESTING OF A PRESIDENT: THE WHITE HOUSE;,Impeachment:  White house hopes for censure deal,20
8661,12/12/1998,TESTING OF A PRESIDENT: THE SCENE;,Impeachment:  gravity of decision is sinking in,20
8662,12/12/1998,Clinton's Two Worlds,Impeachment:  the presidential impeachment vote coming up,20
8663,12/12/1998,Lawyers in Early Tobacco Suits to Get $8 Billion,"Tobacco law suit, lawyers to get $8 billion after settling",3
8664,12/12/1998,TESTING OF A PRESIDENT: NEWS ANALYSIS;,"Impeachment:  Clinton hopes for censure, public against impeachment",20
8665,12/12/1998,TESTING OF A PRESIDENT: THE APOLOGY;,Impeachment:  President Clinton Apologizes for his actions,20
8666,12/12/1998,TESTING OF A PRESIDENT: THE VOTE;,Impeachment:  the vote on impeachment,20
8667,12/13/1998,THE NEEDIEST CASES;,Children with AIDS in New York City,3
8668,12/13/1998,"There's No Bossing a Democracy, Arafat Learns","Palestine:  Arafat's power, legislative council",19
8669,12/13/1998,MORE ON HEARINGS,Impeachment:  excerpts and votes for President Clinton's Impeachment,20
8670,12/13/1998,TESTING OF A PRESIDENT: THE OVERVIEW;,"Impeachment:  Democrat censure bid defeated, impeachment votes completed",20
8671,12/13/1998,TESTING OF A PRESIDENT: THE PENALTY;,Impeachment:  speaker-designate says censure is not an option,20
8672,12/13/1998,TESTING OF A PRESIDENT;,"Impeachment:  undecided members dismiss Clinton's apology, look toward House vote",20
8673,12/13/1998,TESTING OF A PRESIDENT: THE REACTION,Impeachment:  reactions to the hearings,20
8674,12/13/1998,ON A MISSION,President and Mrs. Clinton visit Tel Aviv,19
8675,12/14/1998,"In Jerusalem, Clinton Visits A Fellow Embattled Leader","President Clinton in Middle East, deals with questions about impeachment abroad",20
8676,12/14/1998,"With Obesity in Children Rising, More Get Adult Type of Diabetes",Childhood obesity leads to diabetes,3
8677,12/14/1998,IMPEACHMENT: THE REPUBLICANS;,Impeachment:  Republicans say impeachment will cause no lasting political damage,20
8678,12/14/1998,IMPEACHMENT: THE OVERVIEW;,Impeachment:  President Clinton faces vote and says he did not commit perjury,20
8679,12/14/1998,IMPEACHMENT: THE REACTION;,Impeachment:  Public is disinterested,20
8680,12/14/1998,MORE ON IMPEACHMENT,"Impeachment:  the votes, legacy, and penalty",20
8681,12/14/1998,Puerto Ricans Vote For the Status Quo,Puerto Ricans vote to remain commonwealth,21
8682,12/14/1998,"Carnegie Hall Expanding, Using Underground Space",Carnegie Hall Expanding Underground,28
8683,12/15/1998,TARNISHED LAUREATE: A special report.;,Guatemala:  woman's book about civil war dismissed as false,19
8684,12/15/1998,"After 6 Weeks, Vacco Concedes Attorney General Race to Spitzer","Attorney General Elections, Vacco concedes to Spitzer",24
8685,12/15/1998,IMPEACHMENT: THE OVERVIEW;,Impeachment:  Republicans keep stance on impeachment despite public opinion,20
8686,12/15/1998,Evidence of Broad Plan by China To Buy Entree to U.S. Technology,Evidence shows Chinese political contributions tied to plan for Technology Secrets,16
8687,12/15/1998,IMPEACHMENT: NEWS ANALYSIS;,impeachment:  President's charasmatic nature not helping in impeachment,20
8688,12/15/1998,"After Tobacco Deal, Lawyers Seek Payoff","Tobacco Lawsuit, lawyers seek pay",3
8689,12/15/1998,CLINTON IN THE MIDEAST: THE OVERVIEW;,"Clinton in the Mideast, guerrilla fighters vote to end call for destruction of Israel",19
8690,12/15/1998,Change in Laws Sets Off Big Wave of Deportations,change in laws causes deportations,5
8691,12/16/1998,IMPEACHMENT: THE SENATE;,impeachment: senators try to broker deal for censure,20
8692,12/16/1998,"AIDS Takes a Toll on Africa, Even After Death",Zimbabwe:  AIDS epidemic,19
8693,12/16/1998,CLINTON IN THE MIDEAST: THE PRESIDENT;,"President Clinton in the Middle East, peace effort is the main priority",19
8694,12/16/1998,CLINTON IN THE MIDEAST: THE OVERVIEW;,"Clinton visits the Middle East, negotiations between Israel and Palestine",19
8695,12/16/1998,Bin Laden Plot Alleged,Bin Laden Suspected to order terrorist attack on United States,16
8696,12/16/1998,PRO BASKETBALL;,"Basketball, NBA negotiations and contract talks",29
8697,12/16/1998,Iraq Is Accused Of New Rebuffs To U.N. Team,UN accuses Iraq of failing to cooperate with weapons inspections,16
8698,12/16/1998,IMPEACHMENT: THE OVERVIEW;,Impeachment:  undeclared Republicans announce move toward  impeachment,20
8699,12/17/1998,Netanyahu Is Seeking Way to Soften a Fall,Israeli Prime Minister may call new elections to avoid eviction from office,19
8700,12/17/1998,Koreans Announce Human Cell Cloning,Korea:  Cloning Human Cells,19
8701,12/17/1998,IMPEACHMENT: THE OVERVIEW;,Impeachment:  vote postponed for campaign against Iraq,20
8702,12/17/1998,ATTACK ON IRAQ: NEWS ANALYSIS;,Questions on Clinton's credibility while attack on Iraq due to Impeachment,20
8703,12/17/1998,ATTACK ON IRAQ: CAPITOL HILL;,"Attack on Iraq in wake of Impeachment, confidence in President Clinton",20
8704,12/17/1998,ATTACK ON IRAQ: THE OVERVIEW;,"Impeachment in wake of Iraqi attack, impeachment debate postponed",20
8705,12/18/1998,ON TWO FRONTS: THE CONGRESS;,"Impeachment:  despite air raids on Iraq, republicans to move on impeachment debates",20
8706,12/18/1998,ON TWO FRONTS: THE OVERVIEW;,Impeachment:  debate continues along with Iraqi air assault,20
8707,12/18/1998,ON TWO FRONTS,President Clinton's Impeachment and timing of airstrikes on Iraq,20
8708,12/18/1998,ON TWO FRONTS: THE TARGETS;,"The attack on Iraq, targets and Iraqi reaction",16
8709,12/18/1998,ON TWO FRONTS: THE LEADERSHIP;,Speaker-elect admits to extra marital affair in light of impeachment,20
8710,12/19/1998,Debating Impeachment,Impeachment debated,20
8711,12/19/1998,IMPEACHMENT: THE FIRST FAMILY;,"Impeachment:  impeachment seems inevitable, First Lady to give speech",20
8712,12/19/1998,IMPEACHMENT: THE POLL;,Impeachment:  public against impeachment,20
8713,12/19/1998,ATTACK ON IRAQ: THE OVERVIEW;,"attack on Iraq, 18 of 89 targets hit",16
8714,12/19/1998,IMPEACHMENT: THE OVERVIEW;,Impeachment:  debates begin,20
8715,12/19/1998,IMPEACHMENT: CAPITOL SKETCHBOOK;,Impeachment:  bipartisanship extended,20
8716,12/20/1998,IMPEACHMENT: THE FALLOUT;,Impeachment:  House Leader votes to impeach Clinton and resigns,20
8717,12/20/1998,IMPEACHMENT: THE PRESIDENT -- CLINTON IMPEACHED;,Impeachment:  Clinton impeached,20
8718,12/20/1998,ATTACK ON IRAQ: THE OVERVIEW;,"Attack on Iraq, Mission called a success",16
8719,12/20/1998,IMPEACHMENT: NEWS ANALYSIS;,Impeachment:  Clinton claims he will never resign,20
8720,12/20/1998,IMPEACHMENT: THE OVERVIEW -- CLINTON IMPEACHED;,"Impeachment:  Clinton Impeached, will not resign",20
8721,12/21/1998,Tale of a Cranky Londoner Is an All-American Charmer,"'A Christmas Carol', an American legend",28
8722,12/21/1998,ATTACK ON IRAQ: THE OVERVIEW;,"attack on Iraq, opinion of Iraqis in aftermath",16
8723,12/21/1998,More Attacks on Iraq Possible,speculation of more attacks on Iraq,16
8724,12/21/1998,IMPEACHMENT: THE NEXT STEPS;,Impeachment: President Clinton opposed to admitting perjury,20
8725,12/21/1998,IMPEACHMENT: THE CONCILIATOR;,Impeachment:  concilator says he is not an agent of Tom DeLay,20
8726,12/21/1998,First Surviving Set Of 8 Babies Is Born,"Woman had set of 8 babies, first surviving set of octuplets",3
8727,12/21/1998,IMPEACHMENT: THE OVERVIEW;,Impeachment:  Senate divided over party lines,20
8728,12/21/1998,IMPEACHMENT: THE TWISTS AND TURNS;,"Impeachment:  public against impeachment, Republicans still pushing forward",20
8729,12/22/1998,U.S.-Europe Trade War Looms Over Bananas,"U.S. - European Union Trade War, sanctions",18
8730,12/22/1998,Stock Market Ignores Impeachment Vote,Stock Market unaffected by impeachment,1
8731,12/22/1998,"As Octuplets Remain in Peril, Ethics Questions Are Raised",Octuplets raise medical ethics questions,3
8732,12/22/1998,IMPEACHMENT: THE OVERVIEW;,impeachment:  moderate republicans appeal for censure,20
8733,12/22/1998,Studies Find 2 Drugs Curb Pain of Angina,2 Drugs curb angina pain,3
8734,12/22/1998,New York's Bus Ridership Surges After Long Decline,Bus transportation growing,10
8735,12/22/1998,CHINA SENTENCES 3 FOR THEIR DISSENT,China:  sentencing of three democracy campaigners,19
8736,12/22/1998,"For Firefighters, Two Days of Grieving for Three Fallen Comrades","three fallen firefighters, funeral",12
8737,12/22/1998,NETANYAHU AGREES TO NEW ELECTIONS SOMETIME IN SPRING,Israel:  Prime Minister agrees to new elections,19
8738,12/23/1998,"For Aged, Dating Game Is Numbers Game",The dating world for senior citizens,3
8739,12/23/1998,U.S. Help for Mexican Military Has Not Curtailed Drug Traffic,Mexico Drug Trafficking despite U.S. Military Aid,12
8740,12/23/1998,STATE'S TOP COURT VOIDS PLEA SYSTEM FOR CAPITAL CASES,capital punishment: court rules that guilty plea should not exempt criminals from death,12
8741,12/23/1998,Angola's Exhausted People Confront War's Agony Again,Angola:  War has begun between rebels and government supporters,19
8742,12/23/1998,3 Tenors' Promoter Is Guilty in Tax Case,Germany:  promoter for the Three Tenors sentenced for tax evasion,19
8743,12/23/1998,RJR NABISCO UNIT ADMITS SMUGGLING,Tobacco firm pleads guilty to smuggling cigarettes into Canada to evade taxes,3
8744,12/23/1998,Day of Reckoning in 4th Grade: State Exam Tests Young Nerves,Elementary Education:  Exams,6
8745,12/23/1998,IMPEACHMENT: THE PUBLIC;,Impeachment:  majority of public against removal of Clinton from office,20
8746,12/24/1998,Medicine for Children: How Dandy Is Candy?,Children's Medicine manufactured to taste like candy,3
8747,12/24/1998,Results in Tobacco Litigation Spur Cities to File Gun Suits,cities to sue gun industry to win handgun control,12
8748,12/24/1998,Pentagon Boogie,Military dance troup performs in Kuwait,16
8749,12/24/1998,"A Late, Vicious Onslaught",dropping temperatures,26
8750,12/24/1998,HOMICIDES DECLINE BELOW 1964 LEVEL IN NEW YORK CITY,Homicides fallen lower than 1964 in New York City,12
8751,12/24/1998,"For Ambitious Entrepreneurs, All Europe Is Just One Nation",The Euro links European countries,19
8752,12/24/1998,C.I.A. Ignored Report of Payments To Chinese for Satellite Contracts,CIA ignored report of payments to Chinese for satellite contracts,16
8753,12/24/1998,4 KILLED FLEEING BLAZE IN HIGH-RISE,4 killed in fire in high rise,27
8754,12/24/1998,IMPEACHMENT: CONGRESS;,Impeachment: senate majority leader invites study of evidence to secure trial,20
8755,12/25/1998,Popular Tax-Free Health Plans Spark Holiday Rush to Doctors,Tax Free Health Plans,3
8756,12/25/1998,IMPEACHMENT: CONGRESS;,Impeachment:  Democratic Senator calls for censure,20
8757,12/25/1998,General Enters Israel Politics; Shadow Falls Left and Right,Israel:  General enters politics,19
8758,12/25/1998,Attack by Serbs Shatters a Cease-Fire in Kosovo,Kosovo:  attack by Serbs ends cease-fire,19
8759,12/25/1998,Irving Berlin Would Have Been Happy,Christmas Lights installed at Bronx Zoo,28
8760,12/25/1998,Weak Link Appears In Fire Safety Rules,Fire killing 7 prompts fire safety measures,27
8761,12/25/1998,4-DAY COLD SPELL SLAMS CALIFORNIA; CROPS DEVASTATED,Californian crops devastated after cold spell,4
8762,12/25/1998,8 Killed as Bus to Atlantic City Spins Off Parkway,"Charter Bus Accident, eight killed",27
8763,12/26/1998,INSURANCE PLANS SKIRT REQUIREMENT ON MENTAL HEALTH,"Mental Health Care Insurance, some providers limit days for treatment",3
8764,12/26/1998,Best-Seller Account Of a Lawsuit Spurs Law School Change,"movement to modernize the training of lawyers in law school, higher education",6
8765,12/26/1998,Balloon Ditches 10 Miles Off Oahu,Coast Guard Rescues Crew of Failed Hot Air Balloon Expedition,10
8766,12/26/1998,Victims in New Jersey Bus Crash Sought a Touch of Glitter,Victims in New Jersey Bus Accident,27
8767,12/26/1998,FRAGILE STATE: A special report.;,Indonesia: possible to steer toward democracy,19
8768,12/26/1998,Yeltsin Agrees To Closer Ties With Belarus,Russia and Belarus to unify currency and economies,19
8769,12/26/1998,UNBELIEVABLE PERFORMANCES: A special report.;,Doping Scandals in Sports,15
8770,12/27/1998,"An Ugly America, Iraqis Say; No Reflection on Americans","Iraqis dislike American Government, not Americans",19
8771,12/27/1998,Rules On Spending Leave Little Room For New Programs,Federal Budget:  Spending Caps leave little room for new programs,1
8772,12/27/1998,"Novelty Gone, Theme Restaurants Are Tumbling",Theme Restaurants no longer thriving,28
8773,12/27/1998,Belarus's Chief Pursues Dream To Revive the Old Soviet Union,Belarus has dream to revive Soviet Union,19
